parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
12704668,,,,2.0,2.0,,7,2.0,,,1736.0,1736,,,,,06037,,2,,,,2,33741900,-118389000,753134.0,1,,,,1,010C,266,RPRS10000*,060376706.022004,54053,3101,,96122,0.0,,,,1,,,1964.0,,,76813.0,113651.0,2016,36838.0,1982.48,,,60376706022004
12705064,,,,5.0,4.0,,11,5.0,,,4645.0,4645,,,,,06037,,5,,,,2,33741051,-118390858,4718.0,,,,,,010D,269,RPRS1*,060376706.022002,54053,3101,,96122,0.0,,,,1,,,1984.0,,,738533.0,1515162.0,2016,776629.0,17029.41,,,60376706022002
12705087,,,,3.0,3.0,,7,3.0,,,2712.0,2712,,,,,06037,,3,,,,2,33743006,-118393468,4412.0,,,,,,010D,269,RPRS10000*,060376706.022000,54053,3101,,96122,0.0,,,,1,,,1990.0,,,218744.0,319999.0,2016,101255.0,4172.69,,,60376706022000
12705440,,,,3.0,5.0,,7,3.0,,,2468.0,2468,,,,,06037,,3,,,,2,33763730,-118375692,9262.0,,,,,,0100,261,RPRS10000*,060376704.051024,54053,3101,,96122,0.0,,,,1,,,1963.0,,,202084.0,764120.0,2016,562036.0,8914.65,,,60376704051024
12705540,,,,4.0,5.0,,7,4.0,,,2346.0,2346,,,,,06037,,4,,,,2,33764539,-118379613,9011.0,,,,,,0100,261,RERA10000*,060376704.061005,33727,3101,,96122,0.0,,,,1,,,1967.0,,,92968.0,142033.0,2016,49065.0,1882.4,,,60376704061005
12705732,,,,3.0,4.0,,9,3.0,,,3033.0,3033,,,,,06037,,3,,,,2,33763659,-118367053,20420.0,,,,,,0100,261,RPRS20000*,060376704.051017,54053,3101,,96122,0.0,,,,1,,,1960.0,,,470300.0,1693000.0,2016,1222700.0,18950.68,,,60376704051017
12705855,,,,3.0,4.0,,7,3.0,,,2569.0,2569,,,,,06037,,3,,,,2,33782271,-118365423,7157.0,,,,,,0100,261,RPRS10000*,060376704.031002,54053,3101,,96122,0.0,,,,1,,,1967.0,,,111608.0,171025.0,2016,59417.0,2208.01,,,60376704031002
12706024,,,,3.0,3.0,,8,3.0,,,2709.0,2709,,,,,06037,,3,,,,2,33782300,-118363599,36916.0,1,,,,1,0101,261,RERA15000*,060376702.021023,33727,3101,,96121,0.0,,,,1,,,1959.0,,,344600.0,1530000.0,2016,1185400.0,17077.21,,,60376702021023
12706262,,,,2.0,3.0,,7,2.0,,,2063.0,2063,,,,,06037,,2,,,,2,33782334,-118354235,8887.0,,,,,,0100,261,LCRA15000*,060376702.011015,33312,3101,,96121,0.0,,,,1,,,1972.0,,,185889.0,929657.0,2016,743768.0,10722.2,,,60376702011015
12706485,,,,2.0,4.0,,8,2.0,,,1596.0,1596,,,,,06037,,2,,,,2,33790304,-118367381,9673.0,,,,,,0100,261,RERA10000*,060376702.021035,33727,3101,,96121,0.0,,,,1,,,1956.0,,,123644.0,296993.0,2016,173349.0,4025.35,,,60376702021035
12706585,,,,2.0,3.0,,8,2.0,,,1595.0,1595,,,,,06037,,2,,,,2,33788496,-118368709,13270.0,,,,,,0100,261,RERA10000*,060376702.021036,33727,3101,,96121,0.0,,,,1,,,1956.0,,,192397.0,962001.0,2016,769604.0,10984.2,,,60376702021036
12706685,,,,4.0,5.0,,8,4.0,,,3013.0,3013,,,,,06037,,4,,,,2,33789211,-118362304,8601.0,,,,,,0100,261,RERA10000*,060376702.021032,33727,3101,,96121,0.0,,,,1,,,1956.0,,,350434.0,1282476.0,2016,932042.0,14502.32,,,60376702021032
12706808,,,,2.0,3.0,,8,2.0,,,1994.0,1994,,,,,06037,,2,,,,2,33786441,-118367840,8107.0,,,,,,0100,261,RERA10000*,060376702.021032,33727,3101,,96121,0.0,,,,1,,,1957.0,,,132426.0,662149.0,2016,529723.0,7790.91,,,60376702021032
12706977,1,,,3.0,5.0,,7,3.0,,,2859.0,2859,,,,,06037,,3,,,,2,33786675,-118375055,14729.0,1,,,,1,0101,261,RPRS8000*,060376704.112016,54053,3101,,96122,0.0,,,,1,,,1956.0,,,257881.0,962881.0,2016,705000.0,11067.55,,,60376704112016
12707100,,,,2.0,3.0,,8,2.0,,,1662.0,1662,,,,,06037,,2,,,,2,33783607,-118377499,9443.0,,,,,,0100,261,RPRS8000*,060376704.112024,54053,3101,,96122,0.0,,,,1,,,1958.0,,,52790.0,110546.0,2016,57756.0,1914.18,,,60376704112024
12707200,,,,2.0,4.0,,8,2.0,,,1659.0,1659,,,,,06037,,2,,,,2,33782264,-118374090,7943.0,,,,,,0100,261,RPRS8000*,060376704.112022,54053,3101,,96122,0.0,,,,1,,,1958.0,,,103338.0,270085.0,2016,166747.0,3599.73,,,60376704112022
12707300,,,,2.0,3.0,,8,2.0,,,2082.0,2082,,,,,06037,,2,,,,2,33777988,-118376658,12477.0,,,,,,0100,261,RPRS8000*,060376704.111007,54053,3101,,96122,0.0,,,,1,,,1958.0,,,62939.0,127122.0,2016,64183.0,2121.53,,,60376704111007
12707461,,,,2.0,4.0,,8,2.0,,,1682.0,1682,,,,,06037,,2,,,,2,33784951,-118378262,13127.0,,,,,,0100,261,RPRS8000*,060376704.111000,54053,3101,,96122,0.0,,,,1,,,1957.0,,,52166.0,95223.0,2016,43057.0,1769.22,,,60376704111000
12707807,,,,3.0,4.0,,9,3.0,,,3202.0,3202,,,,,06037,,3,,,,2,33788161,-118383426,9731.0,,,,,,0100,261,RPRS8000*,060376704.111000,54053,3101,,96122,0.0,,,,1,,,1970.0,,,213482.0,790251.0,2016,576769.0,9203.79,,,60376704111000
12707930,,,,3.0,3.0,,8,3.0,,,1940.0,1940,,,,,06037,,3,,,,2,33782904,-118385668,9336.0,1,,,,1,0101,261,RPRS8000*,060376704.111019,54053,3101,,96122,0.0,,,,1,,,1960.0,,,132673.0,626887.0,2016,494214.0,7412.64,,,60376704111019
12708291,,,,3.0,4.0,,9,3.0,,,2577.0,2577,,,,,06037,,3,,,,2,33754953,-118394194,15474.0,1,,,,1,0101,261,RPRS20000*,060376706.023006,54053,3101,,96122,0.0,,,,1,,,1976.0,,,284700.0,476790.0,2016,192090.0,5890.41,,,60376706023006
12708414,1,,,3.0,3.0,,11,3.0,,,3365.0,3365,,,,,06037,,3,,,,2,33757936,-118382000,16490.0,,,,,,0100,261,RPOH-RS1*,060376706.023006,54053,3101,,96122,0.0,,,,1,,,1999.0,,,473700.0,2175000.0,2016,1701300.0,23982.42,,,60376706023006
12708437,1,,,4.0,4.0,,11,4.0,,,3727.0,3727,,,,,06037,,4,,,,2,33757686,-118383075,16667.0,,,,,,0100,261,RPOH-RS1*,060376706.023006,54053,3101,,96122,0.0,,,,1,,,1999.0,,,382356.0,1177593.0,2016,795237.0,13060.76,,,60376706023006
12708460,1,,,5.0,3.0,,12,5.0,,,6480.0,6480,,,,,06037,,5,,,,2,33754757,-118386695,21730.0,1,,,,1,0101,261,RPRS20000*,060376706.023006,54053,3101,,96122,0.0,,,,1,,,1985.0,,,1167143.0,3713639.0,2016,2546496.0,40555.05,,,60376706023006
12708483,,,,4.0,3.0,,11,4.0,,,3769.0,3769,,,,,06037,,4,,,,2,33757414,-118379169,20350.0,1,,,,1,0101,261,RPRS20000*,060376706.023006,54053,3101,,96122,0.0,,,,1,,,1980.0,,,596136.0,1466317.0,2016,870181.0,16558.31,,,60376706023006
12708690,1,,,5.0,4.0,,11,5.0,,,3966.0,3966,,,,,06037,,5,,,,2,33760189,-118364661,13471.0,,,,,,0100,261,RPRS20000-,060376706.023000,6822,3101,,96122,0.0,,,,1,,,1985.0,,,317961.0,1158323.0,2016,840362.0,12795.08,,,60376706023000
12708911,,,,2.0,4.0,,8,2.0,,,1834.0,1834,,,,,06037,,2,,,,2,33752766,-118408132,10412.0,1,,,,1,0101,261,RPRS10000*,060376704.161016,54053,3101,,96122,0.0,,,,1,,,1959.0,,,76194.0,133537.0,2016,57343.0,2194.31,,,60376704161016
12709011,,,,3.0,4.0,,7,3.0,,,2478.0,2478,,,,,06037,,3,,,,2,33752958,-118405282,8310.0,,,,,,0100,261,RPRS10000*,060376704.161024,54053,3101,,96122,0.0,,,,1,,,1969.0,,,252670.0,1263351.0,2016,1010681.0,14291.34,,,60376704161024
12709134,,,,2.0,3.0,,8,2.0,,,1864.0,1864,,,,,06037,,2,,,,2,33758147,-118409567,10072.0,,,,,,0100,261,RPRS10000*,060376704.161016,54053,3101,,96122,0.0,,,,1,,,1961.0,,,69773.0,127116.0,2016,57343.0,1722.72,,,60376704161016
12709341,,,,3.0,5.0,,8,3.0,,,3520.0,3520,,,,,06037,,3,,,,2,33759813,-118406928,6777.0,1,,,,1,0104,261,RPRS10000*,060376704.161005,54053,3101,,96122,0.0,,,,1,,,1966.0,,,256570.0,899751.0,2016,643181.0,10466.69,,,60376704161005
12709946,,,,3.0,5.0,,8,3.0,,,2351.0,2351,,,,,06037,,3,,,,2,33775042,-118395488,7242.0,,,,,,0100,261,RPRS10000*,060376704.131020,54053,3101,,96122,0.0,,,,1,,,1964.0,,,218089.0,692757.0,2016,474668.0,8120.21,,,60376704131020
12710046,,,,3.0,4.0,,8,3.0,,,2462.0,2462,,,,,06037,,3,,,,2,33769408,-118397733,12284.0,,,,,,0100,261,RPRS10000*,060376704.132009,54053,3101,,96122,0.0,,,,1,,,1963.0,,,127834.0,727398.0,2016,599564.0,8539.49,,,60376704132009
12710384,,,,3.0,4.0,,7,3.0,,,2579.0,2579,,,,,06037,,3,,,,2,33766353,-118399084,6755.0,,,,,,0100,261,RPRS10000*,060376704.132010,54053,3101,,96122,0.0,,,,1,,,1972.0,,,207647.0,316919.0,2016,109272.0,4231.32,,,60376704132010
12710730,,,,2.0,3.0,,8,2.0,,,1918.0,1918,,,,,06037,,2,,,,2,33779374,-118401260,7565.0,,,,,,0100,261,RPRS10000*,060376704.131002,54053,3101,,96122,0.0,,,,1,,,1962.0,,,103838.0,519222.0,2016,415384.0,6333.65,,,60376704131002
12710830,1,,,2.0,4.0,,8,2.0,,,2159.0,2159,,,,,06037,,2,,,,2,33779081,-118391499,10521.0,,,,,,0100,261,RPRS10000*,060376704.131014,54053,3101,,96122,0.0,,,,1,,,1962.0,,,212121.0,1060613.0,2016,848492.0,12031.86,,,60376704131014
12710953,,,,2.0,4.0,,8,2.0,,,2043.0,2043,,,,,06037,,2,,,,2,33777462,-118395295,7896.0,,,,,,0100,261,RPRS10000*,060376704.131010,54053,3101,,96122,0.0,,,,1,,,1963.0,,,214217.0,1071088.0,2016,856871.0,12130.12,,,60376704131010
12711053,,,,2.0,4.0,,8,2.0,,,1816.0,1816,,,,,06037,,2,,,,2,33780735,-118393968,7170.0,,,,,,0100,261,RPRS10000*,060376704.131012,54053,3101,,96122,0.0,,,,1,,,1962.0,,,101279.0,333875.0,2016,232596.0,4357.81,,,60376704131012
12711153,1,,,3.0,3.0,,8,3.0,,,2217.0,2217,,,,,06037,,3,,,,2,33778119,-118397792,9539.0,,,,,,0100,261,RPRS10000*,060376704.131009,54053,3101,,96122,0.0,,,,1,,,1964.0,,,167218.0,836109.0,2016,668891.0,9722.57,,,60376704131009
12711253,,,,3.0,3.0,,8,3.0,,,2155.0,2155,,,,,06037,,3,,,,2,33777116,-118400759,7606.0,,,,,,0100,261,RPRS10000*,060376704.131004,54053,3101,,96122,0.0,,,,1,,,1962.0,,,94289.0,153706.0,2016,59417.0,2459.69,,,60376704131004
12711353,,,,3.0,3.0,,8,3.0,,,1985.0,1985,,,,,06037,,3,,,,2,33775722,-118388784,8489.0,,,,,,0100,261,RPRS10000*,060376704.073002,54053,3101,,96122,0.0,,,,1,,,1972.0,,,375000.0,1172000.0,2016,797000.0,13204.18,,,60376704073002
12711476,,,,3.0,3.0,,8,3.0,,,2217.0,2217,,,,,06037,,3,,,,2,33774538,-118385703,8028.0,,,,,,0100,261,RPRS10000*,060376704.073001,54053,3101,,96122,0.0,,,,1,,,1965.0,,,107394.0,186762.0,2016,79368.0,2363.7,,,60376704073001
12711576,,,,3.0,4.0,,7,3.0,,,3206.0,3206,,,,,06037,,3,,,,2,33770146,-118386402,9036.0,,,,,,0100,261,RPRS10000*,060376704.073003,54053,3101,,96122,0.0,,,,1,,,1966.0,,,354023.0,796295.0,2016,442272.0,9288.07,,,60376704073003
12711699,1,,,3.0,3.0,,11,3.0,,,2385.0,2385,,,,,06037,,3,,,,2,33767710,-118385066,14573.0,1,,,,1,0104,261,RERPD2U*,060376704.061001,33727,3101,,96121,0.0,,,,1,,,1979.0,,,420040.0,700061.0,2016,280021.0,8241.82,,,60376704061001
12711745,1,,,5.0,6.0,,11,5.0,,,4651.0,4651,,,,,06037,,5,,,,2,33769583,-118382722,10053.0,1,,,,1,0101,261,RPRS10000*,060376704.073004,54053,3101,,96122,0.0,,,,1,,,1995.0,,,871570.0,1495028.0,2016,623458.0,16778.94,,,60376704073004
12712788,,,,2.0,4.0,,8,2.0,,,1556.0,1556,,,,,06037,,2,,,,2,33773831,-118369575,7052.0,,,,,,0100,261,RPRS8000*,060376704.031013,54053,3101,,96122,0.0,,,,1,,,1959.0,,,221324.0,1106622.0,2016,885298.0,12580.94,,,60376704031013
12712888,,,,2.0,3.0,,8,2.0,,,1395.0,1395,,,,,06037,,2,,,,2,33774007,-118371543,7293.0,,,,,,0100,261,RPRS8000*,060376704.031007,54053,3101,,96122,0.0,,,,1,,,1959.0,,,193530.0,967659.0,2016,774129.0,11100.38,,,60376704031007
12713402,1,,,3.0,2.0,,7,3.0,,,1912.0,1912,,,,,06037,,3,,,,2,33776720,-118390455,753676.0,1,,,,1,010C,266,RPRM5400*,060376704.072008,54053,3101,,96122,0.0,,,,1,,,1976.0,,,153185.0,309302.0,2016,156117.0,4068.59,,,60376704072007
12713502,,,,3.0,3.0,,7,3.0,,,2071.0,2071,,,,,06037,,3,,,,2,33777406,-118387861,520034.0,1,,,,1,010D,269,RPRM5400*,060376704.071014,54053,3101,,96122,0.0,,,,1,,,1975.0,,,257086.0,400076.0,2016,142990.0,5026.06,,,60376704071014
12713825,,,,3.0,2.0,,8,3.0,,,1079.0,1079,,,,,06037,,3,,,,2,33777746,-118384763,272623.0,1,,,,1,010D,269,RPRM5400*,060376704.071006,54053,3101,,96122,0.0,,,,1,,,1974.0,,,38909.0,74297.0,2016,35388.0,1043.6,,,60376704071006
12713925,,,,3.0,3.0,,8,3.0,,,1595.0,1595,,,,,06037,,3,,,,2,33775797,-118385973,419781.0,1,,,,1,010D,269,RPRM5400*,060376704.072001,54053,3101,,96122,0.0,,,,1,,,1974.0,,,227869.0,380755.0,2016,152886.0,4731.92,,,60376704072001
12714048,,,,2.0,2.0,,8,2.0,,,1249.0,1249,,,,,06037,,2,,,,2,33775600,-118384000,43075.0,1,,,,1,010C,266,RPRM2000*,060376704.072001,54053,3101,,96122,0.0,,,,1,,,1974.0,,,82833.0,166424.0,2016,83591.0,2410.09,,,60376704072001
12714171,,,,2.0,2.0,,6,2.0,,,1071.0,1071,,,,,06037,,2,,,,,33772500,-118383000,215359.0,1,,,,1,010C,266,RPRS10000*,060376704.072011,54053,3101,,96122,0.0,,,,1,,,1969.0,,,211477.0,331379.0,2016,119902.0,4181.12,,,60376704072011
12714485,,,,3.0,3.0,,7,3.0,,,2045.0,2045,,,,,06037,,3,,,,2,33757228,-118403288,13850.0,,,,,,0100,261,RPRAIA,060376704.162015,54053,3101,,96122,0.0,,,,1,,,1973.0,,,222189.0,1110958.0,2016,888769.0,12604.55,,,60376704162015
12714585,,,,4.0,5.0,,11,4.0,,,3673.0,3673,,,,,06037,,4,,,,2,33760755,-118398240,15505.0,,,,,,0100,261,RPRAIA,060376704.162003,54053,3101,,96122,0.0,,,,1,,,1968.0,,,310666.0,1553332.0,2016,1242666.0,17451.31,,,60376704162003
12715217,1,,,3.0,3.0,,7,3.0,,,2184.0,2184,,,,,06037,,3,,,,2,33774058,-118378656,1943.0,1,,,,1,010D,269,RERPD6U*,060376704.051000,33727,3101,,96121,0.0,,,,1,,,1974.0,,,86473.0,131554.0,2016,45081.0,2104.77,,,60376704051000
12715240,1,,,3.0,3.0,,7,3.0,,,2184.0,2184,,,,,06037,,3,,,,2,33772035,-118376647,2025.0,1,,,,1,010D,269,RERPD6U*,060376704.051000,33727,3101,,96121,0.0,,,,1,,,1974.0,,,338179.0,923876.0,2016,585697.0,10540.88,,,60376704051000
12715363,,,,3.0,3.0,,7,3.0,,,1988.0,1988,,,,,06037,,3,,,,2,33771227,-118378777,1358.0,1,,,,1,010D,269,RERPD6U*,060376704.051003,33727,3101,,96121,0.0,,,,1,,,1976.0,,,154553.0,234155.0,2016,79602.0,2787.78,,,60376704051003
12715463,1,,,3.0,3.0,,7,3.0,,,2184.0,2184,,,,,06037,,3,,,,2,33771102,-118379888,1943.0,1,,,,1,010D,269,RERPD6U*,060376704.051007,33727,3101,,96121,0.0,,,,1,,,1977.0,,,249582.0,592146.0,2016,342564.0,7011.54,,,60376704051007
12715570,,,,2.0,3.0,,9,2.0,,,1913.0,1913,,,,,06037,,2,,,,2,33777539,-118383345,1218.0,1,,,,1,010D,269,RPRM5400*,060376704.071001,54053,3101,,96122,0.0,,,,1,,,1979.0,,,313400.0,930000.0,2016,616600.0,10576.13,,,60376704071001
12715670,1,,,2.0,4.0,,6,2.0,,,1637.0,1637,,,,,06037,,2,,,,2,33960297,-118084660,4496.0,,,,,,0100,261,SSR3PD*,060375027.001017,13716,3101,,96201,0.0,,,,1,,,1972.0,,,198440.0,414744.0,2016,216304.0,5420.77,,,60375027001017
12716108,,,,1.0,3.0,,4,1.0,,,1014.0,1014,,,,,06037,,1,,,,7,33953491,-118076443,6472.0,,,,,,0100,261,SSR1YY,060375027.005015,13716,3101,,96201,0.0,,,,1,,,1950.0,,,50267.0,225480.0,2016,175213.0,3121.71,,,60375027005015
12716944,,,,1.0,3.0,,4,1.0,,,1080.0,1080,,,,,06037,,1,,,,7,33953463,-118083405,6519.0,,,,,,0100,261,SSR1YY,060375027.004004,13716,3101,,96201,0.0,,,,1,,,1950.0,,,99442.0,299401.0,2016,199959.0,4127.59,,,60375027004004
12717413,,,,1.0,2.0,,4,1.0,,,795.0,795,,,,,06037,,1,,,,7,33951270,-118089383,4992.0,,,,,,0100,261,SSR1YY,060375027.001012,13716,3101,,96201,0.0,,,,1,,,1950.0,,,39015.0,73535.0,2016,34520.0,1471.93,,,60375027001012
12717612,1,,,3.0,3.0,,8,3.0,,,1363.0,1363,,,,,06037,,3,,,,2,33947445,-118090414,1508.0,1,,,,1,010D,269,SSR3PD*,060375028.011019,13716,3101,,96201,0.0,,,,1,,,1979.0,,,190165.0,239885.0,2016,49720.0,3388.48,,,60375028011019
12717704,,,,3.0,3.0,,6,3.0,,,1647.0,1647,,,,,06037,,3,,,,2,33946701,-118092119,5224.0,1,,,,1,0104,261,SSR1*,060375028.011013,13716,3101,,96201,0.0,,,,1,,,1971.0,,,152407.0,383122.0,2016,230715.0,5040.94,,,60375028011013
12717819,,,,2.0,3.0,,6,2.0,,,1454.0,1454,,,,,06037,,2,,,,7,33941644,-118092974,5681.0,,,,,,0100,261,SSR1YY,060375028.012005,13716,3101,,96201,0.0,,,,1,,,1952.0,,,96823.0,231535.0,2016,134712.0,3346.6,,,60375028012005
12718088,,,,2.0,3.0,,6,2.0,,,1863.0,1863,,,,,06037,,2,,,,7,33940171,-118092147,5484.0,,,,,,0100,261,SSR1*,060375028.012008,13716,3101,,96201,0.0,,,,1,,,1951.0,,,147800.0,445000.0,2016,297200.0,5773.58,,,60375028012008
12718211,,,,2.0,2.0,,4,2.0,,,1212.0,1212,,,,,06037,,2,,,,7,33935719,-118090782,4966.0,,,,,,0100,261,SSR1YY,060375028.012005,13716,3101,,96201,0.0,,,,1,,,1953.0,,,135000.0,455000.0,2016,320000.0,5942.09,,,60375028012005
12718234,1,,,2.0,2.0,,6,2.0,,,1474.0,1474,,,,,06037,,2,,,,2,33938377,-118092657,4802.0,,,,,,0100,261,SSR1*,060375028.012005,13716,3101,,96201,0.0,,,,1,,,1952.0,,,110000.0,221747.0,2016,111747.0,3102.02,,,60375028012005
12718357,1,,,3.0,3.0,,8,3.0,,,1450.0,1450,,,,,06037,,3,,,,2,33947060,-118089145,1374.0,,,,,,010D,269,SSC4-BP*,060375028.011007,13716,3101,,96201,0.0,,,,1,,,1994.0,,,113612.0,359101.0,2016,245489.0,4444.05,,,60375028011007
12720125,,,,1.0,2.0,,4,1.0,,,788.0,788,,,,,06037,,1,,,,7,33929728,-118077562,5522.0,,,,,,0100,261,NOR1YY,060375501.001005,53636,3101,,96193,0.0,,,,1,,,1949.0,,,71117.0,355596.0,2016,284479.0,4610.76,,,60375501001005
12720471,,,,2.0,3.0,,4,2.0,,,1039.0,1039,,,,,06037,,2,,,,7,33926042,-118078501,5065.0,,,,,,0100,261,NOR1YY,060375501.003005,53636,3101,,96193,0.0,,,,1,,,1949.0,,,101000.0,403000.0,2016,302000.0,5091.22,Y,9,60375501003005
12720571,1,,,2.0,3.0,,6,2.0,,,1254.0,1254,,,,,06037,,2,,,,2,33929057,-118073193,5084.0,,,,,,0100,261,NOR1*,060375501.002001,53636,3101,,96193,0.0,,,,1,,,1949.0,,,122426.0,269311.0,2016,146885.0,3539.19,,,60375501002001
12720978,,,,1.0,3.0,,4,1.0,,,1060.0,1060,,,,,06037,,1,,,,7,33932805,-118083809,5364.0,,,,,,0100,261,NOR1*,060375502.011007,53636,3101,,96193,0.0,,,,1,,,1955.0,,,29253.0,43722.0,2016,14469.0,852.2,,,60375502011007
12721278,,,,2.0,4.0,,4,2.0,,,1744.0,1744,,,,,06037,,2,,,,7,33927831,-118083275,5385.0,,,,,,0100,261,NOR1YY,060375502.012002,53636,3101,,96193,0.0,,,,1,,,1955.0,,,102663.0,171612.0,2016,68949.0,2374.49,,,60375502012002
12721439,1,,,2.0,3.0,,8,2.0,,,1548.0,1548,,,,,06037,,2,,,,2,33922431,-118081543,10682.0,,,,,,0100,261,NOR1YY,060375502.012001,53636,3101,,96193,0.0,,,,1,,,2002.0,,,152927.0,311972.0,2016,159045.0,4076.46,,,60375502012001
12721616,,,,1.0,3.0,,4,1.0,,,1044.0,1044,,,,,06037,,1,,,,7,33933194,-118085278,5197.0,,,,,,0100,261,SSR1YY,060375028.013001,13716,3101,,96201,0.0,,,,1,,,1953.0,,,28767.0,50484.0,2016,21717.0,1213.44,,,60375028013001
12721778,,,,2.0,4.0,,6,2.0,,,1209.0,1209,,,,,06037,,2,,,,2,33928368,-118087833,4912.0,,,,,,0100,261,NOR15000*,060375502.022000,53636,3101,,96193,0.0,,,,1,,,1970.0,,,104877.0,189633.0,2016,84756.0,2607.39,,,60375502022000
12721955,,,,1.0,3.0,,4,1.0,,,954.0,954,,,,,06037,,1,,,,7,33924827,-118086399,5469.0,,,,,,0100,261,NOR1YY,060375502.023000,53636,3101,,96193,0.0,,,,1,,,1950.0,,,73000.0,364000.0,2016,291000.0,4715.76,Y,8,60375502023000
12722063,,,,1.0,2.0,,4,1.0,,,1020.0,1020,,,,,06037,,1,,,,7,33932796,-118098047,5501.0,,,,,,0100,261,DOR105,060375504.001042,4406,3101,,96101,0.0,,,,1,,,1951.0,,,163558.0,341292.0,2016,177734.0,4244.71,,,60375504001042
12722186,,,,1.0,3.0,,4,1.0,,,1225.0,1225,,,,,06037,,1,,,,7,33932911,-118094262,5382.0,,,,,,0100,261,DOR105,060375504.001037,4406,3101,,96101,0.0,,,,1,,,1953.0,,,89000.0,400000.0,2016,311000.0,4938.59,,,60375504001037
12722286,,,,2.0,3.0,,6,2.0,,,1210.0,1210,,,,,06037,,2,,,,7,33931692,-118098041,5305.0,,,,,,0100,261,NOR1YY,060375503.003005,53636,3101,,96193,0.0,,,,1,,,1951.0,,,129179.0,331615.0,2016,202436.0,4347.15,,,60375503003005
12722386,,,,1.0,3.0,,4,1.0,,,995.0,995,,,,,06037,,1,,,,7,33929848,-118095964,5431.0,1,,,,1,0101,261,NOR1YY,060375503.003009,53636,3101,,96193,0.0,,,,1,,,1951.0,,,110101.0,273653.0,2016,163552.0,3662.4,,,60375503003009
12722486,1,,,2.0,3.0,,6,2.0,,,2328.0,2328,,,,,06037,,2,,,,2,33928714,-118091138,6832.0,,,,,,0100,261,NOR1YY,060375503.001009,53636,3101,,96193,0.0,,,,1,,,1990.0,,,191611.0,374483.0,2016,182872.0,4902.09,,,60375503001009
12722586,,,,2.0,4.0,,6,2.0,,,1470.0,1470,,,,,06037,,2,,,,7,33930530,-118091814,6873.0,,,,,,0100,261,NOR1*,060375503.001004,53636,3101,,96193,0.0,,,,1,,,1950.0,,,40618.0,58818.0,2016,18200.0,1051.55,,,60375503001004
12722801,,,,2.0,5.0,,6,2.0,,,1926.0,1926,,,,,06037,,2,,,,7,33932213,-118103682,7452.0,1,,,,1,0101,261,DOR105,060375504.001019,4406,3101,,96101,0.0,,,,1,,,1950.0,,,88666.0,115041.0,2016,26375.0,1605.32,,,60375504001019
12722824,,,,2.0,4.0,,6,2.0,,,1569.0,1569,,,,,06037,,2,,,,7,33932734,-118098728,6048.0,,,,,,0100,261,DOR105,060375504.001040,4406,3101,,96101,0.0,,,,1,,,1950.0,,,133897.0,292377.0,2016,158480.0,3782.52,,,60375504001040
12722893,,,,1.0,3.0,,4,1.0,,,898.0,898,,,,,06037,,1,,,,7,33928650,-118099762,7120.0,,,,,,0100,261,NOR105,060375503.004003,53636,3101,,96193,0.0,,,,1,,,1952.0,,,131588.0,345354.0,2016,213766.0,4421.14,,,60375503004003
12723062,1,,,2.0,3.0,,6,2.0,,,1820.0,1820,,,,,06037,,2,,,,2,33932553,-118102302,6853.0,,,,,,0100,261,DOR15000*,060375504.001048,4406,3101,,96101,0.0,,,,1,,,1950.0,,,109642.0,159371.0,2016,49729.0,2163.25,,,60375504001048
12723404,,,,1.0,2.0,,4,1.0,,,1360.0,1360,,,,,06037,,1,,,,7,33920752,-118106666,11201.0,,,,,,0100,261,NOR15000*,060375503.007013,53636,3101,,96193,0.0,,,,1,,,1949.0,,,61978.0,276328.0,2016,214350.0,3652.76,,,60375503007013
12723634,,,,1.0,3.0,,5,1.0,,,960.0,960,,,,,06037,,1,,,,7,33919006,-118108509,5665.0,,,,,,0100,261,NOR105,060375503.006007,53636,3101,,96193,0.0,,,,1,,,1953.0,,,74000.0,373000.0,2016,299000.0,4755.29,,,60375503006007
12724518,,,,1.0,3.0,,4,1.0,,,1058.0,1058,,,,,06037,,1,,,,7,33919357,-118089895,5770.0,,,,,,0100,261,NOR105,060375502.021002,53636,3101,,96193,0.0,,,,1,,,1952.0,,,69197.0,171964.0,2016,102767.0,2773.14,,,60375502021002
